EmployeeID,Tenure,Department,Role,MonthlyHours,LastPromotion,Salary,Attrition,RiskPercentage,Driver1,Driver2,Driver3
EMP0521,76,Sales,VP of Sales,177,51,154948.0,0,50.1,Tenure,LastPromotion,Role Overload
EMP0522,73,Sales,VP of Sales,170,3,156916.12,0,50.2,LastPromotion,Salary,Tenure
EMP0523,50,Sales,VP of Sales,165,16,189109.57,0,33.4,Role Overload,Tenure,MonthlyHours
EMP0524,14,Operations,Operations Manager,165,9,134356.25,1,49.0,Salary,MonthlyHours,LastPromotion
EMP0525,89,Marketing,Marketing Specialist,181,15,65940.34,0,33.5,LastPromotion,Tenure,Market Competitiveness
EMP0526,29,Sales,VP of Sales,167,10,171448.77,0,57.5,LastPromotion,Salary,Role Overload
EMP0527,30,Operations,Operations Specialist,167,5,69813.38,0,21.7,Tenure,MonthlyHours,Role Overload
EMP0528,38,Engineering,Staff Engineer,178,32,113334.54,0,52.0,MonthlyHours,LastPromotion,Market Competitiveness
EMP0529,6,Operations,Director of Operations,188,0,147225.17,0,46.5,MonthlyHours,Tenure,Role Overload
EMP0530,5,Engineering,Engineering Manager,187,4,124691.95,0,43.6,LastPromotion,Role Overload,MonthlyHours
EMP0531,11,Operations,Director of Operations,182,1,207864.36,0,38.5,Market Competitiveness,Salary,Role Overload
EMP0532,16,Sales,Account Executive,178,0,77949.6,0,38.4,Market Competitiveness,Salary,LastPromotion
EMP0533,3,HR,HR Generalist,181,0,64398.36,0,65.7,Market Competitiveness,Salary,MonthlyHours
EMP0534,9,Marketing,Marketing Manager,192,8,112075.79,0,63.4,MonthlyHours,Tenure,LastPromotion
EMP0535,130,Engineering,Staff Engineer,168,45,127675.61,0,32.8,MonthlyHours,Role Overload,Tenure
EMP0536,2,Finance,VP of Finance,189,0,208095.56,1,42.6,Market Competitiveness,Tenure,LastPromotion
EMP0537,11,HR,HR Generalist,191,10,59854.03,0,72.3,Tenure,Salary,MonthlyHours
EMP0538,46,Sales,VP of Sales,210,28,178253.35,0,63.3,LastPromotion,MonthlyHours,Role Overload
EMP0539,8,Marketing,VP of Marketing,182,0,198824.37,0,38.7,Salary,MonthlyHours,Market Competitiveness
EMP0540,190,Engineering,Staff Engineer,173,48,120026.0,0,59.9,Tenure,LastPromotion,MonthlyHours
EMP0541,5,Marketing,Marketing Specialist,179,4,67352.94,0,32.0,MonthlyHours,Role Overload,Market Competitiveness
EMP0542,32,Finance,Financial Analyst,193,25,68490.87,0,65.4,Tenure,Salary,MonthlyHours
EMP0543,1,Marketing,Marketing Specialist,166,0,76710.23,0,39.3,Tenure,Role Overload,Salary
EMP0544,89,Marketing,Marketing Specialist,167,34,77330.41,0,36.3,Tenure,Role Overload,Salary
EMP0545,33,Engineering,Senior Engineer,161,4,92164.15,1,50.8,LastPromotion,Role Overload,Tenure
EMP0546,65,Operations,Director of Operations,149,48,202707.1,0,52.1,Tenure,Market Competitiveness,LastPromotion
EMP0547,22,Marketing,VP of Marketing,176,0,172834.18,0,43.8,Salary,Role Overload,MonthlyHours
EMP0548,58,Operations,Director of Operations,156,52,178148.76,0,60.4,Tenure,MonthlyHours,Market Competitiveness
EMP0549,28,Engineering,Senior Engineer,191,6,80530.1,0,71.4,Market Competitiveness,LastPromotion,MonthlyHours
EMP0550,173,Engineering,Staff Engineer,181,45,113680.71,0,46.2,Tenure,Role Overload,LastPromotion
EMP0551,10,Operations,Director of Operations,178,3,184144.47,0,43.2,Role Overload,Salary,Market Competitiveness
EMP0552,102,Operations,Operations Manager,166,17,105719.89,1,62.9,LastPromotion,MonthlyHours,Tenure
EMP0553,57,HR,VP of HR,156,49,150226.76,0,65.5,Tenure,LastPromotion,Salary
EMP0554,1,Operations,Operations Manager,170,0,127787.08,1,44.3,Tenure,Salary,MonthlyHours
EMP0555,10,Engineering,Engineering Manager,175,4,100429.83,1,38.5,MonthlyHours,Role Overload,Market Competitiveness
EMP0556,9,Finance,Financial Analyst,164,8,59582.31,1,61.2,Salary,Role Overload,MonthlyHours
EMP0557,62,Marketing,Marketing Manager,168,40,121317.98,0,53.3,Tenure,LastPromotion,Role Overload
EMP0558,45,Operations,Operations Manager,162,24,125113.9,0,45.5,LastPromotion,Salary,Role Overload
EMP0559,71,Engineering,Senior Engineer,156,48,106597.86,0,38.9,Tenure,LastPromotion,Market Competitiveness
EMP0560,36,Operations,Operations Specialist,175,29,55922.19,0,52.7,Role Overload,Salary,MonthlyHours
EMP0561,46,Finance,VP of Finance,155,7,188285.39,1,52.9,Tenure,LastPromotion,Role Overload
EMP0562,50,Operations,Operations Manager,164,36,124288.77,0,44.4,MonthlyHours,Market Competitiveness,Tenure
EMP0563,64,Marketing,Marketing Specialist,150,12,50816.76,0,49.6,Tenure,Salary,LastPromotion
EMP0564,16,HR,HR Generalist,173,0,53658.83,0,56.8,Tenure,Salary,LastPromotion
EMP0565,46,Operations,Director of Operations,163,28,157523.82,0,42.0,Tenure,Role Overload,LastPromotion
EMP0566,5,HR,HR Manager,162,4,113348.2,0,37.5,LastPromotion,Role Overload,Salary
EMP0567,45,Sales,Account Executive,182,41,77568.13,0,13.8,LastPromotion,Market Competitiveness,Salary
EMP0568,118,Engineering,Engineering Manager,181,27,119579.98,1,39.8,Tenure,MonthlyHours,Market Competitiveness
EMP0569,48,Finance,Financial Analyst,158,34,67787.42,0,46.7,LastPromotion,Role Overload,Market Competitiveness
EMP0570,12,Finance,Financial Analyst,178,9,72122.33,0,39.4,Market Competitiveness,LastPromotion,Salary
EMP0571,36,Operations,Operations Specialist,172,35,52258.75,0,55.7,Tenure,Salary,Market Competitiveness
EMP0572,9,Marketing,Growth Hacker,180,8,76344.54,0,43.6,LastPromotion,Role Overload,Market Competitiveness
EMP0573,1,HR,HR Generalist,184,0,68646.52,0,41.1,Salary,MonthlyHours,Market Competitiveness
EMP0574,62,Marketing,Marketing Manager,161,56,125605.95,0,58.6,Tenure,Role Overload,LastPromotion
EMP0575,9,Sales,Sales Representative,162,2,64514.23,0,56.9,LastPromotion,Salary,MonthlyHours
EMP0576,139,Finance,VP of Finance,127,53,200651.57,0,56.3,Tenure,MonthlyHours,Salary
EMP0577,70,Marketing,Marketing Specialist,170,46,62530.08,0,65.9,Tenure,Salary,MonthlyHours
EMP0578,10,Operations,Director of Operations,154,8,193420.5,0,46.7,MonthlyHours,Role Overload,Tenure
EMP0579,5,Finance,VP of Finance,191,0,145525.09,0,58.5,LastPromotion,Role Overload,Salary
EMP0580,32,Sales,VP of Sales,165,17,174321.87,1,51.1,MonthlyHours,Market Competitiveness,LastPromotion
EMP0581,10,Engineering,Staff Engineer,172,3,117297.64,1,54.5,LastPromotion,Tenure,Salary
EMP0582,14,Sales,Account Executive,173,9,58130.13,0,53.6,Market Competitiveness,LastPromotion,Salary
EMP0583,11,Marketing,VP of Marketing,170,3,191170.72,0,24.0,Tenure,LastPromotion,MonthlyHours
EMP0584,15,HR,HR Manager,153,1,118337.05,0,43.0,Market Competitiveness,LastPromotion,MonthlyHours
EMP0585,14,Operations,Director of Operations,173,9,153718.61,1,26.7,LastPromotion,Salary,Role Overload
EMP0586,5,Marketing,Growth Hacker,173,2,77695.51,0,48.6,Role Overload,LastPromotion,Tenure
EMP0587,271,Finance,Finance Manager,182,35,124101.46,0,46.2,Tenure,LastPromotion,Market Competitiveness
EMP0588,3,Operations,Director of Operations,184,2,199462.51,0,38.6,Role Overload,Market Competitiveness,Tenure
EMP0589,7,Sales,Account Executive,134,2,77820.19,0,65.5,Salary,Role Overload,Tenure
EMP0590,8,HR,VP of HR,163,5,174543.6,1,44.2,LastPromotion,MonthlyHours,Market Competitiveness
EMP0591,156,Engineering,Software Engineer,176,16,73420.31,0,34.8,Role Overload,Salary,Tenure
EMP0592,33,Operations,Director of Operations,169,27,167266.12,0,37.6,Role Overload,Tenure,Salary
EMP0593,4,Operations,Operations Specialist,174,1,52531.73,1,64.7,Tenure,Salary,Market Competitiveness
EMP0594,42,Marketing,VP of Marketing,179,3,164549.69,0,46.8,LastPromotion,Market Competitiveness,MonthlyHours
EMP0595,55,Operations,Operations Specialist,156,38,60268.21,0,52.7,Tenure,Salary,LastPromotion
EMP0596,16,Operations,Operations Manager,118,4,117163.97,0,57.5,Tenure,Role Overload,MonthlyHours
EMP0597,20,Marketing,Marketing Manager,198,6,98793.97,0,49.4,Role Overload,Market Competitiveness,MonthlyHours
EMP0598,8,Engineering,Engineering Manager,188,6,108499.08,0,41.4,Tenure,Salary,Market Competitiveness
EMP0599,66,Sales,Sales Manager,168,29,115787.4,0,37.2,Tenure,Role Overload,Market Competitiveness
EMP0600,4,HR,HR Generalist,188,1,68784.22,0,26.0,Market Competitiveness,MonthlyHours,LastPromotion
EMP0601,17,Sales,Account Executive,168,7,72508.08,0,44.3,Role Overload,Salary,Market Competitiveness
EMP0602,21,Sales,Sales Representative,173,2,77004.1,0,45.0,Role Overload,MonthlyHours,Tenure
EMP0603,4,Marketing,Growth Hacker,159,2,69689.59,0,51.2,Role Overload,Market Competitiveness,LastPromotion
EMP0604,17,HR,Recruiter,180,11,73760.98,1,17.6,Role Overload,MonthlyHours,Tenure
EMP0605,8,Engineering,Engineering Manager,146,4,96171.98,0,46.1,Salary,MonthlyHours,LastPromotion
EMP0606,8,HR,VP of HR,172,3,201004.2,0,45.7,Market Competitiveness,Role Overload,LastPromotion
EMP0607,4,Sales,Account Executive,170,1,62899.94,0,45.0,Tenure,Salary,Market Competitiveness
EMP0608,20,Finance,Finance Manager,171,10,122914.58,0,36.7,Salary,Tenure,Role Overload
EMP0609,125,Operations,Operations Manager,142,44,107447.79,0,75.4,Tenure,Role Overload,Salary
EMP0610,32,Sales,Account Executive,158,14,51683.04,1,50.6,LastPromotion,Market Competitiveness,Salary
EMP0611,46,Engineering,Software Engineer,183,42,52974.88,0,56.1,Salary,Role Overload,LastPromotion
EMP0612,30,HR,VP of HR,160,17,169875.33,0,49.6,Role Overload,Market Competitiveness,Salary
EMP0613,25,Operations,Operations Manager,164,9,112614.97,0,20.9,MonthlyHours,LastPromotion,Tenure
EMP0614,15,Finance,VP of Finance,175,8,192367.4,0,20.1,Salary,Role Overload,Tenure
EMP0615,20,Engineering,Staff Engineer,185,17,126893.47,0,38.0,Tenure,Salary,Role Overload
EMP0616,21,HR,VP of HR,162,19,190501.44,1,48.9,MonthlyHours,Role Overload,Salary
EMP0617,18,Marketing,Marketing Specialist,189,7,70239.5,0,50.0,Tenure,LastPromotion,MonthlyHours
EMP0618,13,Engineering,Staff Engineer,165,9,112213.73,0,41.3,Salary,LastPromotion,MonthlyHours
EMP0619,16,HR,VP of HR,187,0,206373.9,0,28.8,Market Competitiveness,Tenure,MonthlyHours
EMP0620,106,HR,HR Manager,160,10,120900.79,1,47.2,Role Overload,MonthlyHours,Tenure
EMP0621,5,HR,VP of HR,166,2,168406.85,1,65.4,Market Competitiveness,Tenure,MonthlyHours
EMP0622,34,Engineering,Software Engineer,162,0,60882.89,0,38.4,Role Overload,Salary,Market Competitiveness
EMP0623,9,Engineering,Software Engineer,173,8,52373.45,0,46.7,Salary,MonthlyHours,Role Overload
EMP0624,93,Finance,Financial Analyst,179,33,72374.3,0,37.2,LastPromotion,Tenure,Salary
EMP0625,49,Engineering,Staff Engineer,166,15,122046.29,1,62.6,Salary,Tenure,MonthlyHours
EMP0626,67,HR,VP of HR,187,23,162827.42,0,41.2,Tenure,Market Competitiveness,Role Overload
EMP0627,46,Finance,Finance Manager,178,36,108455.75,0,40.8,Salary,LastPromotion,MonthlyHours
EMP0628,6,Finance,Financial Analyst,145,4,63543.99,0,48.3,Market Competitiveness,Salary,Role Overload
EMP0629,2,Finance,Accountant,162,0,61294.2,0,43.7,Role Overload,Salary,Tenure
EMP0630,16,HR,Recruiter,178,0,52198.28,1,71.2,Salary,Market Competitiveness,MonthlyHours
EMP0631,88,Finance,Accountant,174,21,61488.5,0,65.8,Tenure,Salary,Market Competitiveness
EMP0632,8,Engineering,Engineering Manager,187,0,124959.96,0,55.3,Salary,MonthlyHours,Tenure
EMP0633,28,Engineering,Engineering Manager,148,10,115805.39,0,52.3,Tenure,Role Overload,Market Competitiveness
EMP0634,8,Marketing,Marketing Manager,176,4,96453.63,0,32.3,Salary,MonthlyHours,Role Overload
EMP0635,14,Operations,Director of Operations,206,2,177857.89,0,63.5,MonthlyHours,Tenure,Role Overload
EMP0636,49,Marketing,Growth Hacker,193,30,68641.43,0,57.5,Tenure,Role Overload,MonthlyHours
EMP0637,19,Sales,Sales Representative,157,10,63848.72,1,62.1,Tenure,Market Competitiveness,Salary
EMP0638,21,Engineering,Senior Engineer,169,8,85349.95,0,26.4,Tenure,LastPromotion,Role Overload
EMP0639,48,HR,HR Generalist,143,18,59708.13,0,63.5,Tenure,Market Competitiveness,Salary
EMP0640,6,Operations,Operations Specialist,190,4,51166.03,0,49.5,Tenure,MonthlyHours,Salary
EMP0641,39,Operations,Operations Manager,181,28,122765.27,0,36.2,Market Competitiveness,Role Overload,MonthlyHours
EMP0642,57,Marketing,Growth Hacker,184,29,57948.59,0,44.2,Tenure,Salary,LastPromotion
EMP0643,14,Operations,Operations Manager,166,13,127718.54,1,26.0,Market Competitiveness,Salary,Tenure
EMP0644,21,Engineering,Software Engineer,167,6,61623.0,0,51.7,Salary,MonthlyHours,Tenure
EMP0645,64,Sales,Sales Manager,202,25,126463.34,0,45.6,Tenure,Market Competitiveness,LastPromotion
EMP0646,10,Marketing,VP of Marketing,171,3,186511.55,0,45.4,LastPromotion,Market Competitiveness,MonthlyHours
EMP0647,53,Operations,Operations Specialist,182,38,63359.07,1,82.0,Tenure,Salary,MonthlyHours
EMP0648,47,Finance,Accountant,174,22,52420.81,0,44.9,Role Overload,LastPromotion,Salary
EMP0649,23,Operations,Director of Operations,176,5,144515.05,1,33.5,Tenure,MonthlyHours,LastPromotion
EMP0650,77,Marketing,Marketing Specialist,162,27,72587.2,0,36.7,Tenure,Role Overload,Salary
EMP0651,14,Sales,Sales Representative,158,0,63493.2,0,57.6,MonthlyHours,Role Overload,Salary
EMP0652,59,Engineering,Senior Engineer,176,9,89105.12,0,51.6,Tenure,Market Competitiveness,MonthlyHours
EMP0653,228,Marketing,Marketing Manager,168,33,97283.96,0,36.7,Tenure,Market Competitiveness,Role Overload
EMP0654,115,Engineering,Staff Engineer,177,49,125959.8,0,67.6,Tenure,Salary,Market Competitiveness
EMP0655,10,Sales,Sales Representative,171,9,76099.61,0,58.5,Tenure,MonthlyHours,LastPromotion
EMP0656,19,Operations,Operations Specialist,186,13,60173.03,0,55.2,Salary,LastPromotion,Tenure
EMP0657,89,Marketing,VP of Marketing,168,3,175525.64,0,27.0,Role Overload,Tenure,Market Competitiveness
EMP0658,34,Finance,Accountant,174,15,57705.33,1,45.2,Role Overload,Salary,LastPromotion
EMP0659,9,Operations,Operations Specialist,159,1,66186.02,1,51.4,Salary,LastPromotion,Market Competitiveness
EMP0660,70,HR,HR Generalist,153,31,63597.66,0,52.2,Tenure,Salary,LastPromotion
EMP0661,70,Marketing,Marketing Manager,205,40,131030.41,1,72.7,Tenure,LastPromotion,Role Overload
EMP0662,59,Operations,Operations Manager,147,18,129353.66,0,67.7,Tenure,Salary,Role Overload
EMP0663,59,Engineering,Engineering Manager,173,20,97787.63,0,51.8,Tenure,Salary,Role Overload
EMP0664,18,Finance,VP of Finance,177,14,196852.57,1,47.7,Salary,Tenure,Market Competitiveness
EMP0665,18,Sales,Sales Representative,188,5,68314.17,0,30.3,Market Competitiveness,Tenure,Role Overload
EMP0666,14,Sales,Sales Representative,173,5,58558.16,0,70.9,Tenure,Salary,MonthlyHours
EMP0667,78,Engineering,Software Engineer,180,46,50563.41,0,62.4,Role Overload,Salary,Tenure
EMP0668,37,Marketing,VP of Marketing,149,32,207827.75,1,33.1,Tenure,Role Overload,MonthlyHours
EMP0669,69,HR,Recruiter,159,41,66847.23,0,52.9,Tenure,Role Overload,Market Competitiveness
EMP0670,16,HR,Recruiter,179,5,65025.01,1,31.7,LastPromotion,MonthlyHours,Role Overload
EMP0671,2,Sales,Sales Manager,166,0,132876.12,0,51.8,Tenure,Role Overload,LastPromotion
EMP0672,19,Marketing,Growth Hacker,201,6,67402.2,0,56.1,Salary,Role Overload,LastPromotion
EMP0673,18,Finance,Accountant,189,11,68924.99,0,35.4,LastPromotion,Role Overload,MonthlyHours
EMP0674,26,Operations,Director of Operations,168,18,202592.75,0,45.4,Market Competitiveness,Role Overload,MonthlyHours
EMP0675,34,Engineering,Software Engineer,165,3,60737.47,0,54.9,MonthlyHours,Salary,Role Overload
EMP0676,72,Sales,VP of Sales,183,10,185223.29,0,24.5,Tenure,Salary,Role Overload
EMP0677,25,Engineering,Software Engineer,175,2,63096.96,0,65.5,MonthlyHours,Salary,Tenure
EMP0678,83,HR,HR Generalist,204,13,67746.32,0,62.3,Tenure,LastPromotion,Market Competitiveness
EMP0679,17,Finance,Finance Manager,203,9,127224.33,0,49.2,LastPromotion,MonthlyHours,Role Overload
EMP0680,23,Marketing,Marketing Manager,184,21,107393.88,0,65.0,Salary,MonthlyHours,Role Overload
EMP0681,33,Marketing,Growth Hacker,180,11,55639.17,1,52.2,Market Competitiveness,Salary,Role Overload
EMP0682,11,Operations,Operations Specialist,170,4,75711.98,0,49.7,Salary,Market Competitiveness,MonthlyHours
EMP0683,31,Operations,Operations Specialist,189,25,52308.13,0,55.9,LastPromotion,MonthlyHours,Salary
EMP0684,12,Finance,Financial Analyst,203,6,71390.97,0,55.4,Salary,Market Competitiveness,LastPromotion
EMP0685,54,Engineering,Software Engineer,168,30,57414.86,1,76.1,Tenure,Salary,LastPromotion
EMP0686,4,Marketing,Marketing Manager,185,2,107738.08,0,34.4,Market Competitiveness,MonthlyHours,Salary
EMP0687,36,Operations,Operations Manager,190,5,125249.34,0,50.1,Salary,Tenure,LastPromotion
EMP0688,16,Sales,Sales Manager,165,3,115057.66,0,60.6,Salary,Market Competitiveness,MonthlyHours
EMP0689,24,Marketing,Growth Hacker,154,16,57133.49,1,53.8,Market Competitiveness,Salary,LastPromotion
EMP0690,61,Sales,VP of Sales,157,50,172585.4,0,56.2,Tenure,LastPromotion,Role Overload
EMP0691,98,HR,Recruiter,165,6,71288.73,0,32.6,Tenure,Market Competitiveness,Role Overload
EMP0692,55,HR,HR Generalist,180,12,53683.83,0,55.5,Salary,MonthlyHours,Tenure
EMP0693,107,Operations,Operations Specialist,171,28,71410.02,0,39.7,Salary,Market Competitiveness,Tenure
EMP0694,7,HR,HR Manager,198,4,96882.45,0,68.3,Market Competitiveness,MonthlyHours,Role Overload
EMP0695,12,Engineering,Staff Engineer,169,0,97020.3,0,46.4,Salary,LastPromotion,MonthlyHours
EMP0696,40,HR,Recruiter,169,4,53532.29,0,30.9,MonthlyHours,Salary,Tenure
EMP0697,52,Sales,VP of Sales,175,40,175284.91,0,65.3,Tenure,Salary,Role Overload
EMP0698,3,HR,Recruiter,190,2,54438.57,0,72.8,MonthlyHours,Salary,Tenure
EMP0699,13,Engineering,Engineering Manager,196,11,131549.1,0,48.9,MonthlyHours,Role Overload,Market Competitiveness
EMP0700,21,Sales,Account Executive,162,19,51859.35,1,63.7,MonthlyHours,Salary,LastPromotion
EMP0701,34,Marketing,Marketing Specialist,154,26,70799.28,0,35.6,Tenure,Role Overload,Market Competitiveness
EMP0702,103,Engineering,Staff Engineer,141,9,126343.36,1,42.7,Tenure,Salary,Market Competitiveness
EMP0703,64,Marketing,VP of Marketing,159,10,158744.2,0,21.3,Salary,Tenure,LastPromotion
EMP0704,2,Sales,Account Executive,220,1,52127.82,0,72.4,MonthlyHours,Salary,LastPromotion
EMP0705,44,Operations,Director of Operations,202,36,153618.36,0,38.3,Salary,MonthlyHours,LastPromotion
EMP0706,84,Sales,VP of Sales,190,42,169577.76,0,69.4,Tenure,Role Overload,Market Competitiveness
EMP0707,21,Engineering,Staff Engineer,201,10,106315.44,1,66.0,Role Overload,LastPromotion,Market Competitiveness
EMP0708,60,Sales,VP of Sales,147,42,196882.88,0,57.9,Tenure,Market Competitiveness,LastPromotion
EMP0709,6,Engineering,Staff Engineer,181,2,103672.57,0,7.0,LastPromotion,Market Competitiveness,MonthlyHours
EMP0710,16,Marketing,Marketing Manager,145,3,116736.23,0,41.6,Market Competitiveness,MonthlyHours,Salary
EMP0711,18,Sales,VP of Sales,160,3,176900.39,0,15.4,Tenure,Role Overload,MonthlyHours
EMP0712,8,Engineering,Staff Engineer,193,0,130869.86,0,57.2,Salary,MonthlyHours,LastPromotion
EMP0713,3,Operations,Operations Manager,179,1,125883.58,1,30.9,Salary,MonthlyHours,Role Overload
EMP0714,21,Sales,Account Executive,184,8,52631.75,0,40.0,Market Competitiveness,Salary,Role Overload
EMP0715,24,Finance,Financial Analyst,184,13,75240.51,0,37.7,Salary,Role Overload,MonthlyHours
EMP0716,15,HR,HR Manager,174,13,122953.35,1,50.9,Market Competitiveness,LastPromotion,Role Overload
EMP0717,3,Finance,Financial Analyst,168,0,61302.11,0,57.1,Salary,Market Competitiveness,MonthlyHours
EMP0718,5,Marketing,Marketing Manager,149,3,129444.54,0,29.6,MonthlyHours,Salary,LastPromotion
EMP0719,65,Marketing,VP of Marketing,183,3,157753.09,1,40.8,Tenure,MonthlyHours,Role Overload
EMP0720,25,Operations,Director of Operations,183,0,195088.31,0,20.1,Market Competitiveness,LastPromotion,Role Overload
EMP0721,57,Operations,Operations Manager,159,8,120619.33,0,49.5,Tenure,Salary,Market Competitiveness
EMP0722,67,Finance,Accountant,188,19,73148.79,0,46.8,Tenure,LastPromotion,Salary
EMP0723,164,HR,VP of HR,163,29,182262.1,0,48.1,Role Overload,MonthlyHours,Tenure
EMP0724,41,Sales,Sales Representative,150,25,73003.0,0,42.5,Salary,Market Competitiveness,LastPromotion
EMP0725,91,Marketing,Marketing Manager,172,19,119892.67,0,36.2,Salary,Role Overload,Tenure
EMP0726,48,Finance,VP of Finance,195,8,148411.15,0,51.7,MonthlyHours,Market Competitiveness,Salary
EMP0727,3,Finance,Accountant,180,2,73804.81,1,36.1,Role Overload,LastPromotion,Market Competitiveness
EMP0728,215,Finance,Financial Analyst,188,17,72022.72,0,27.8,Tenure,Market Competitiveness,MonthlyHours
EMP0729,9,HR,Recruiter,159,8,73536.9,0,34.5,Salary,MonthlyHours,Tenure
EMP0730,8,Finance,Accountant,164,2,69337.44,0,42.7,MonthlyHours,Market Competitiveness,Role Overload
EMP0731,51,Operations,Operations Specialist,211,33,74818.32,0,57.2,Tenure,Market Competitiveness,LastPromotion
EMP0732,81,Finance,Financial Analyst,156,21,69296.01,0,34.0,Tenure,MonthlyHours,Salary
EMP0733,80,Operations,Operations Specialist,193,0,71092.76,0,62.9,Tenure,Salary,MonthlyHours
EMP0734,25,Sales,Sales Representative,153,15,70341.91,0,31.4,Salary,MonthlyHours,LastPromotion
EMP0735,28,HR,VP of HR,213,0,207528.33,0,66.0,Salary,Tenure,LastPromotion
EMP0736,25,Finance,Accountant,162,5,70131.74,0,34.7,Salary,Role Overload,Market Competitiveness
EMP0737,99,Marketing,Marketing Manager,161,25,130902.49,0,57.4,Tenure,Salary,LastPromotion
EMP0738,16,Finance,Finance Manager,197,2,95634.14,0,63.2,Tenure,MonthlyHours,Market Competitiveness
EMP0739,10,Sales,Sales Manager,171,2,117162.34,1,47.7,Tenure,MonthlyHours,LastPromotion
EMP0740,98,Finance,Accountant,198,3,76868.64,0,85.4,Tenure,LastPromotion,Market Competitiveness
EMP0741,32,Finance,VP of Finance,181,23,191516.75,0,30.7,MonthlyHours,LastPromotion,Role Overload
EMP0742,13,Marketing,Marketing Specialist,159,8,72829.93,1,44.5,MonthlyHours,LastPromotion,Role Overload
EMP0743,77,HR,Recruiter,172,14,52266.59,0,56.5,Tenure,Salary,Role Overload
EMP0744,12,Engineering,Senior Engineer,161,6,95116.66,0,37.5,MonthlyHours,Salary,Market Competitiveness
EMP0745,50,Finance,Finance Manager,194,44,115728.73,0,82.0,Tenure,Salary,MonthlyHours
EMP0746,16,HR,HR Manager,193,11,133185.61,0,82.1,Role Overload,Salary,Market Competitiveness
EMP0747,7,HR,HR Generalist,162,6,53445.46,1,46.3,Salary,MonthlyHours,Market Competitiveness
EMP0748,70,Marketing,VP of Marketing,171,55,165375.68,0,45.8,Tenure,LastPromotion,Role Overload
EMP0749,16,Finance,Finance Manager,154,9,117269.29,1,22.3,Market Competitiveness,Salary,Tenure
EMP0750,4,Engineering,Engineering Manager,168,3,96430.65,0,26.8,LastPromotion,Role Overload,Salary
EMP0751,74,Engineering,Senior Engineer,148,34,83952.31,0,59.5,Market Competitiveness,Tenure,LastPromotion
EMP0752,5,Sales,VP of Sales,154,3,160702.7,0,47.5,Role Overload,Tenure,MonthlyHours
EMP0753,8,Engineering,Staff Engineer,165,6,106910.17,0,29.0,Salary,Role Overload,Market Competitiveness
EMP0754,29,Operations,Director of Operations,156,3,167204.26,0,55.8,Role Overload,LastPromotion,Tenure
EMP0755,4,Marketing,Marketing Manager,166,2,132798.68,0,45.6,Salary,LastPromotion,MonthlyHours
EMP0756,45,Finance,VP of Finance,188,37,174331.81,0,39.6,Market Competitiveness,Role Overload,Tenure
EMP0757,52,Finance,Finance Manager,164,28,100214.07,0,39.7,Role Overload,Tenure,Salary
EMP0758,2,Finance,Finance Manager,162,0,120743.05,0,43.6,Salary,Tenure,Role Overload
EMP0759,70,Marketing,Marketing Manager,179,32,98798.15,0,45.0,Tenure,Salary,MonthlyHours
EMP0760,5,Engineering,Staff Engineer,203,0,101556.81,0,68.4,Tenure,MonthlyHours,Market Competitiveness
EMP0761,16,Finance,Accountant,189,5,64834.65,0,61.9,Role Overload,Salary,Market Competitiveness
EMP0762,11,Marketing,Marketing Specialist,187,2,75062.8,1,56.1,LastPromotion,Tenure,Market Competitiveness
EMP0763,89,Operations,Director of Operations,158,40,191219.37,0,37.3,Salary,Tenure,LastPromotion
EMP0764,55,Marketing,VP of Marketing,170,53,186183.45,0,69.7,Tenure,Salary,MonthlyHours
EMP0765,117,Operations,Operations Specialist,153,22,75436.25,0,47.3,LastPromotion,Tenure,MonthlyHours
EMP0766,4,Engineering,Senior Engineer,164,3,87720.96,0,38.6,LastPromotion,Market Competitiveness,Role Overload
EMP0767,19,Engineering,Software Engineer,136,7,63249.97,0,60.5,Role Overload,Salary,Market Competitiveness
EMP0768,59,Finance,VP of Finance,152,45,154949.71,0,50.3,Market Competitiveness,Tenure,Salary
EMP0769,5,Operations,Operations Specialist,172,1,57533.46,0,55.8,Salary,Role Overload,Tenure
EMP0770,79,Operations,Operations Manager,178,36,123300.91,0,35.5,Market Competitiveness,Role Overload,Tenure
EMP0771,117,Engineering,Software Engineer,188,0,60034.15,0,61.2,Tenure,Salary,MonthlyHours
EMP0772,21,Marketing,VP of Marketing,183,8,140689.28,0,38.5,Market Competitiveness,Role Overload,MonthlyHours
EMP0773,46,Finance,Financial Analyst,170,40,56998.85,0,49.8,Role Overload,Salary,LastPromotion
EMP0774,55,Finance,Accountant,181,35,68500.37,1,43.0,Tenure,MonthlyHours,Role Overload
EMP0775,10,Sales,VP of Sales,157,7,203372.53,0,41.8,Market Competitiveness,Tenure,MonthlyHours
EMP0776,60,Marketing,Marketing Manager,165,42,127046.86,0,68.7,Tenure,Market Competitiveness,LastPromotion
EMP0777,25,Sales,Account Executive,159,18,70728.49,0,57.3,Market Competitiveness,Role Overload,Salary
EMP0778,5,Sales,Sales Representative,154,4,57344.54,0,64.2,Role Overload,Salary,Tenure
EMP0779,128,Operations,Operations Manager,196,4,107423.08,0,49.7,Market Competitiveness,Tenure,LastPromotion
EMP0780,38,Operations,Operations Specialist,181,5,58504.27,1,53.6,LastPromotion,Market Competitiveness,Salary
